property_id,city,property_type,area_sqft,bedrooms,bathrooms,property_age,distance_to_metro_km,crime_index,school_rating,parking_spaces,furnished,price,sold,market_segment,year,month,day
31735,Chennai,Villa,4992,2,4,35,8.26,75.29,6.7,3,Yes,2332506.98,0,Budget,2025,3,19
5526,Mumbai,Apartment,4452,1,1,17,11.77,66.67,6.7,2,No,990109.87,1,Budget,2025,2,20
23614,Nashik,Independent House,3078,3,1,32,18.89,19.82,1.3,3,Yes,1050175.88,1,Budget,2025,5,27
25583,Mumbai,Independent House,2787,7,3,32,3.63,62.41,1.7,0,Yes,2410805.96,0,Budget,2022,3,25
3659,Bengaluru,Apartment,2982,5,4,22,16.15,92.82,7.6,2,Yes,2678644.82,0,Budget,2024,4,29
24153,Ahmedabad,Apartment,2663,1,1,31,3.11,76.12,6.3,3,Yes,844228.86,1,Budget,2022,7,24
41067,Hyderabad,Independent House,1279,7,1,3,15.87,14.69,5.2,2,No,2685331.84,0,Budget,2024,5,15
27018,Chennai,Independent House,4044,6,1,36,11.11,93.81,7.1,0,No,2256687.62,0,Budget,2023,12,20
39367,Mumbai,Villa,3656,1,4,2,14.01,50.89,5.3,1,Yes,1290248.16,1,Budget,2023,10,15
6583,Hyderabad,Villa,1796,7,2,39,4.45,40.2,6.0,1,Yes,2520847.88,0,Budget,2023,4,29
38868,Chennai,Villa,866,4,4,26,17.67,53.32,7.4,0,No,1169241.93,1,Budget,2022,12,29
20319,Mumbai,Villa,4899,4,1,37,19.65,10.67,6.2,3,No,1405496.29,1,Budget,2025,7,23
4546,Nashik,Villa,3410,2,5,38,17.79,23.15,1.1,1,Yes,996334.71,1,Budget,2024,12,1
4025,Pune,Villa,1692,5,1,20,3.6,87.34,9.6,2,No,2481976.35,0,Budget,2023,8,7
39176,Hyderabad,Plot,2572,1,2,15,3.89,62.32,5.5,2,Yes,2208155.86,0,Budget,2025,9,14
25319,Bengaluru,Plot,469,3,3,2,19.54,63.88,2.2,3,Yes,1148094.58,1,Budget,2024,9,6
29940,Bengaluru,Plot,1521,2,1,22,16.62,80.83,9.6,1,No,2117605.29,0,Budget,2022,2,25
26934,Bengaluru,Villa,4351,2,1,39,6.01,38.97,5.7,3,No,972914.6,1,Budget,2025,5,26
38028,Hyderabad,Apartment,2057,1,3,8,6.37,34.18,6.4,3,No,1163768.43,1,Budget,2022,1,5
43054,Pune,Villa,1681,2,1,2,17.02,5.77,3.4,0,Yes,893875.1,1,Budget,2022,11,7
25181,Ahmedabad,Independent House,3310,5,3,0,3.31,44.93,4.8,1,Yes,2598135.07,0,Budget,2022,7,14
17959,Bengaluru,Plot,3701,2,2,35,4.53,41.23,2.7,1,Yes,885138.11,1,Budget,2025,12,15
49620,Bengaluru,Villa,3405,5,2,15,13.23,83.35,2.4,1,No,1261952.19,1,Budget,2023,1,18
15573,Nashik,Plot,4866,5,1,2,9.36,21.16,4.6,3,No,2517804.59,0,Budget,2023,4,24
26425,Mumbai,Plot,3472,1,4,4,3.35,65.14,9.9,2,Yes,2384107.8,0,Budget,2025,5,7
29693,Delhi,Plot,2297,5,3,12,18.08,22.01,1.8,3,Yes,2233738.39,0,Budget,2022,6,6
10368,Pune,Plot,3297,6,3,31,7.37,93.1,5.0,1,No,2492319.76,0,Budget,2022,6,9
20884,Nashik,Apartment,2000,5,1,25,5.62,83.86,3.8,3,No,1333307.21,1,Budget,2023,4,28
14003,Nashik,Apartment,3270,7,4,36,9.04,55.29,6.9,1,No,2967022.81,0,Budget,2022,8,13
45946,Chennai,Villa,3522,6,4,0,14.28,5.27,5.2,1,Yes,2987780.6,0,Budget,2023,5,9
16674,Ahmedabad,Plot,529,6,5,31,19.55,57.29,6.9,3,Yes,2649286.34,0,Budget,2024,12,17
4095,Hyderabad,Plot,3377,6,1,32,8.68,88.95,5.4,1,No,1495471.02,1,Budget,2025,11,2
11924,Nashik,Apartment,527,4,4,35,9.69,38.02,5.5,1,Yes,2247897.3,0,Budget,2022,4,10
380,Mumbai,Independent House,1948,2,4,12,18.31,74.36,1.7,3,Yes,854478.12,1,Budget,2025,10,29
36115,Delhi,Villa,3138,1,4,38,5.12,72.86,8.2,1,Yes,1130596.3,1,Budget,2023,11,17
21776,Mumbai,Apartment,2900,1,5,37,16.02,72.56,5.8,3,Yes,1081590.97,1,Budget,2022,10,13
48713,Ahmedabad,Plot,476,6,5,16,10.22,88.54,7.3,0,Yes,2680024.16,0,Budget,2023,11,16
43946,Nashik,Plot,4340,6,1,26,4.75,40.95,3.2,3,Yes,2579675.8,0,Budget,2025,8,16
33129,Hyderabad,Apartment,4542,4,5,26,6.14,89.27,8.0,3,No,2688070.97,0,Budget,2022,3,21
35748,Bengaluru,Villa,2055,2,4,28,1.22,88.21,8.6,2,Yes,1251250.83,1,Budget,2022,8,5
30155,Ahmedabad,Plot,717,3,5,6,16.13,10.61,8.8,3,No,2434687.95,0,Budget,2024,4,24
2459,Mumbai,Apartment,4378,4,3,14,4.52,98.78,9.6,2,No,2745277.23,0,Budget,2025,7,27
973,Mumbai,Plot,558,3,4,37,18.0,23.06,2.9,2,No,1106714.03,1,Budget,2022,5,24
16277,Hyderabad,Villa,2458,1,1,24,3.42,70.95,2.8,0,No,836272.87,1,Budget,2025,1,17
12827,Mumbai,Independent House,1627,5,5,18,7.18,91.24,9.7,1,Yes,2563706.62,0,Budget,2023,10,18
3905,Nashik,Plot,451,2,1,12,3.25,67.98,3.6,3,No,884740.91,1,Budget,2025,1,17
8115,Chennai,Apartment,4292,7,5,14,3.7,79.21,4.6,0,No,2960330.19,0,Budget,2024,1,27
35779,Hyderabad,Apartment,980,5,5,26,2.6,14.29,8.9,0,Yes,2629299.46,0,Budget,2023,4,11
37239,Ahmedabad,Plot,1454,6,2,36,3.55,8.18,5.7,2,No,1560040.65,1,Budget,2023,9,6
15344,Chennai,Apartment,1497,1,5,25,19.16,2.74,9.5,2,No,1266973.21,1,Budget,2022,6,16
41307,Bengaluru,Apartment,3401,7,2,21,3.53,47.95,3.4,3,No,2742806.59,0,Budget,2025,3,4
37680,Ahmedabad,Apartment,854,3,2,12,17.39,68.77,8.1,0,Yes,1210669.91,1,Budget,2024,2,15
46581,Chennai,Plot,4832,1,3,35,11.33,64.92,1.2,2,Yes,776541.77,1,Budget,2025,7,4
25656,Bengaluru,Plot,4057,6,4,29,3.07,28.33,9.6,0,No,3120756.93,0,Budget,2022,9,20
13372,Hyderabad,Apartment,1297,5,3,33,18.34,40.07,3.8,0,Yes,1418807.28,1,Budget,2025,2,5
19580,Mumbai,Independent House,3352,1,2,7,12.62,5.32,6.0,0,No,1029717.44,1,Budget,2025,9,20
47380,Delhi,Plot,2883,3,4,22,19.11,89.19,9.8,2,Yes,1404850.35,1,Budget,2023,5,29
27033,Pune,Plot,995,2,1,33,8.66,62.64,3.7,1,Yes,649321.33,1,Budget,2025,10,23
40739,Nashik,Villa,2987,6,2,33,14.39,73.94,2.2,2,No,1451019.62,1,Budget,2025,10,10
22749,Bengaluru,Plot,598,3,4,20,14.05,90.92,2.9,1,No,1043688.37,1,Budget,2025,3,10
1604,Mumbai,Apartment,2108,7,5,3,18.03,2.0,5.6,0,No,2983686.21,0,Budget,2023,12,22
22726,Nashik,Independent House,3383,4,2,2,3.5,80.95,3.1,2,No,2224040.3,0,Budget,2023,9,18
49285,Chennai,Independent House,530,2,1,23,5.34,59.65,9.9,0,No,1231083.51,1,Budget,2025,1,25
8380,Bengaluru,Apartment,2901,7,4,2,7.99,71.2,9.5,0,No,3500254.87,0,Budget,2024,9,4
9798,Ahmedabad,Villa,1321,7,1,30,16.95,58.29,2.6,0,No,1360567.94,1,Budget,2023,3,8
17633,Delhi,Independent House,1026,4,1,20,11.56,50.14,4.8,2,Yes,1036722.29,1,Budget,2025,7,16
18598,Bengaluru,Independent House,629,5,3,5,14.81,5.49,9.2,2,No,1606543.6,1,Budget,2023,9,11
28615,Ahmedabad,Independent House,2628,5,1,25,10.22,17.35,4.5,3,Yes,1505011.4,1,Budget,2025,4,10
6416,Hyderabad,Independent House,1828,2,4,32,13.61,31.42,2.2,2,Yes,903325.24,1,Budget,2025,12,3
45175,Hyderabad,Villa,4268,6,5,39,1.18,58.52,8.8,0,No,3032903.48,0,Budget,2024,9,7
47474,Mumbai,Apartment,2586,6,5,16,2.18,23.16,6.7,0,Yes,3338243.45,0,Budget,2024,3,14
4157,Pune,Plot,3838,7,5,22,18.39,1.9,7.3,1,No,3329666.97,0,Budget,2024,7,19
2885,Ahmedabad,Plot,1476,5,2,13,8.08,17.86,5.7,0,No,2300509.43,0,Budget,2022,9,7
47629,Mumbai,Apartment,665,5,3,16,8.92,34.2,5.1,3,Yes,1507335.13,1,Budget,2025,2,24
37801,Bengaluru,Apartment,3915,5,5,6,10.45,42.5,8.3,1,Yes,3102026.57,0,Budget,2022,4,1
16607,Chennai,Villa,4356,3,5,37,2.38,9.83,1.1,3,Yes,1387000.09,1,Budget,2023,1,2
10755,Nashik,Villa,3339,4,4,39,8.46,6.29,7.6,1,Yes,2568605.6,0,Budget,2024,4,17
44726,Mumbai,Independent House,1169,7,1,0,18.46,90.84,8.2,2,No,2643708.52,0,Budget,2023,6,29
7124,Chennai,Villa,1894,1,5,34,15.53,27.54,7.8,3,Yes,1303301.22,1,Budget,2023,10,18
7715,Bengaluru,Villa,4140,2,4,32,18.77,96.07,4.9,3,No,936747.99,1,Budget,2024,4,23
5527,Nashik,Apartment,1180,3,4,29,16.61,14.26,9.4,0,Yes,2121346.32,0,Budget,2023,8,25
3288,Hyderabad,Villa,1696,6,3,17,10.53,5.29,9.8,0,No,2888410.74,0,Budget,2022,4,4
1695,Delhi,Apartment,3578,1,2,22,2.08,89.98,1.3,0,No,800361.43,1,Budget,2025,12,3
26887,Hyderabad,Apartment,4839,1,5,26,15.97,5.49,4.3,2,Yes,1254722.73,1,Budget,2023,3,13
13803,Nashik,Plot,1886,2,1,15,16.65,39.37,6.4,1,No,965654.96,1,Budget,2023,4,14
21266,Ahmedabad,Apartment,1612,1,2,12,9.18,54.03,7.6,3,No,955865.92,1,Budget,2023,4,23
35582,Hyderabad,Villa,4521,1,1,27,1.27,35.89,4.8,2,Yes,1155095.93,1,Budget,2025,4,2
5196,Chennai,Independent House,1148,3,3,6,13.32,76.82,1.5,3,No,1112817.11,1,Budget,2025,10,23
47089,Nashik,Independent House,3521,5,4,24,19.69,5.8,9.9,2,Yes,2829917.01,0,Budget,2025,10,13
6378,Ahmedabad,Plot,4955,5,2,39,13.34,67.4,6.8,2,No,1403687.81,1,Budget,2023,3,8
19258,Bengaluru,Independent House,4520,3,2,6,9.26,32.51,7.9,1,No,2292905.12,0,Budget,2024,3,10
26327,Pune,Villa,2180,1,3,4,16.67,55.57,4.1,1,Yes,784871.17,1,Budget,2025,11,17
1164,Hyderabad,Villa,4895,7,3,1,8.51,8.67,3.1,2,No,3290821.9,0,Budget,2024,6,26
49410,Bengaluru,Villa,1522,3,5,16,12.18,26.26,1.4,3,Yes,1214840.79,1,Budget,2023,8,2
7840,Nashik,Villa,3928,5,1,3,14.55,36.81,2.1,1,No,1462236.09,1,Budget,2023,10,4
42468,Bengaluru,Independent House,3023,4,5,2,5.63,72.44,8.8,3,No,2843577.04,0,Budget,2025,4,19
49492,Bengaluru,Apartment,1452,4,2,31,8.76,37.65,9.7,3,No,2380044.68,0,Budget,2023,6,30
7353,Hyderabad,Apartment,4496,2,1,28,0.5,7.15,6.3,3,Yes,2255719.4,0,Budget,2023,1,7
20503,Mumbai,Independent House,3072,6,3,15,17.66,70.67,5.9,2,Yes,1568651.6,1,Budget,2025,5,14
16500,Chennai,Villa,2415,3,4,20,0.23,31.82,5.1,2,No,1435967.24,1,Budget,2023,8,17
11106,Bengaluru,Plot,4583,5,1,12,12.16,97.67,2.1,1,No,1354964.2,1,Budget,2025,10,20
15907,Ahmedabad,Plot,3301,4,3,22,5.06,92.05,7.4,1,Yes,1425466.74,1,Budget,2022,3,16
26992,Mumbai,Independent House,4561,6,1,3,9.26,94.24,9.7,1,Yes,2719634.95,0,Budget,2025,8,12
44753,Ahmedabad,Villa,4407,3,1,5,1.44,70.19,3.8,0,Yes,1439239.16,1,Budget,2025,3,12
23325,Nashik,Plot,676,5,2,37,5.13,93.73,4.4,3,No,1267655.24,1,Budget,2023,5,4
36988,Hyderabad,Villa,2826,7,3,8,7.1,27.3,3.7,2,Yes,3153717.15,0,Budget,2025,2,16
7496,Chennai,Apartment,2504,4,1,0,19.89,32.06,1.1,2,Yes,1189298.72,1,Budget,2024,12,15
4615,Mumbai,Plot,4772,7,5,26,14.06,61.15,3.3,1,Yes,2633831.71,0,Budget,2023,2,16
20917,Mumbai,Plot,518,7,2,31,9.68,15.92,1.8,1,Yes,2360690.08,0,Budget,2022,11,21
16245,Nashik,Plot,806,2,3,13,18.18,84.57,9.3,3,No,1300034.45,1,Budget,2025,12,11
27761,Bengaluru,Plot,3746,1,4,2,17.9,48.22,3.5,1,No,908794.54,1,Budget,2023,7,9
36648,Delhi,Apartment,4129,7,2,16,6.63,24.82,1.3,0,No,2747176.14,0,Budget,2025,7,21
39831,Mumbai,Independent House,1065,3,2,8,15.45,85.14,3.8,0,No,2070805.43,0,Budget,2025,10,14
41571,Delhi,Plot,4115,7,5,17,2.6,50.12,4.1,3,Yes,3239951.92,0,Budget,2025,12,15
1810,Pune,Plot,1439,6,3,17,0.74,14.83,7.2,1,No,2960040.2,0,Budget,2024,5,20
36611,Mumbai,Plot,770,5,1,37,19.16,28.47,3.1,2,Yes,1239856.78,1,Budget,2023,8,26
23715,Bengaluru,Plot,4248,6,3,11,8.38,45.95,5.4,1,Yes,2842906.26,0,Budget,2025,1,27
32483,Chennai,Villa,2133,5,4,35,7.9,68.68,9.9,2,Yes,2625674.77,0,Budget,2023,4,25
25008,Pune,Villa,4775,2,3,6,8.48,10.56,9.1,0,No,2374181.61,0,Budget,2022,8,6
10419,Pune,Independent House,4918,3,4,10,18.42,86.43,7.5,3,No,2421861.78,0,Budget,2022,4,29
41925,Pune,Villa,3948,1,4,15,7.87,26.56,3.6,2,Yes,1164603.65,1,Budget,2022,2,22
16076,Hyderabad,Villa,4874,2,5,39,3.21,80.41,4.8,0,Yes,1097801.88,1,Budget,2024,11,6
28605,Hyderabad,Villa,4124,1,2,19,6.68,75.31,7.1,0,Yes,1057791.77,1,Budget,2024,7,5
9647,Bengaluru,Apartment,668,3,5,19,4.54,28.37,5.5,2,Yes,2398363.68,0,Budget,2023,10,13
6249,Nashik,Apartment,3014,2,5,11,5.19,91.47,6.5,1,Yes,1364551.81,1,Budget,2022,6,15
15608,Chennai,Apartment,3874,6,4,22,0.21,88.0,9.0,2,Yes,3322543.23,0,Budget,2024,5,16
19564,Mumbai,Plot,4335,4,5,36,5.33,28.38,4.3,2,No,2438849.1,0,Budget,2025,1,14
19004,Hyderabad,Villa,3385,3,5,9,7.41,81.45,2.7,3,No,2270141.53,0,Budget,2025,9,24
33122,Delhi,Plot,3739,2,3,21,14.26,12.61,6.7,1,Yes,1340855.56,1,Budget,2022,4,21
3588,Ahmedabad,Plot,612,3,4,9,1.86,37.71,5.6,2,No,2297887.34,0,Budget,2025,5,21
25485,Delhi,Independent House,795,4,3,17,8.71,3.18,3.0,0,No,1210977.91,1,Budget,2025,10,6
47345,Mumbai,Apartment,3387,2,4,38,19.56,58.12,5.0,0,Yes,989331.11,1,Budget,2023,3,23
42835,Bengaluru,Plot,3129,2,5,23,7.56,31.41,6.8,0,No,1382630.72,1,Budget,2024,10,9
28729,Hyderabad,Plot,1920,5,3,11,15.39,46.36,5.2,2,No,2428329.26,0,Budget,2022,2,4
43698,Delhi,Apartment,1516,7,2,29,13.46,79.08,9.4,0,No,2569857.9,0,Budget,2025,12,22
25965,Hyderabad,Apartment,2443,4,5,11,8.86,21.8,8.7,2,Yes,2831921.12,0,Budget,2025,1,10
40410,Ahmedabad,Villa,508,1,2,26,19.98,94.58,3.7,0,No,623420.15,1,Budget,2024,5,24
48289,Nashik,Independent House,1113,7,4,17,5.3,67.29,1.6,3,Yes,2797067.35,0,Budget,2023,12,31
26140,Delhi,Villa,460,6,1,25,9.37,45.29,2.4,2,No,2274450.68,0,Budget,2022,7,17
43503,Hyderabad,Plot,1086,7,2,39,19.87,67.29,3.5,0,Yes,1360146.16,1,Budget,2024,10,22
2230,Bengaluru,Villa,4139,6,3,38,16.28,30.66,1.4,1,No,2417308.38,0,Budget,2022,10,29
6483,Hyderabad,Independent House,4518,1,3,23,8.16,40.52,2.9,0,No,1049613.86,1,Budget,2024,2,12
36040,Mumbai,Plot,2911,4,5,10,7.94,30.92,3.0,0,No,1494900.46,1,Budget,2024,1,20
275,Mumbai,Villa,1570,5,2,11,12.12,92.97,7.0,0,No,1441310.4,1,Budget,2022,8,27
21178,Chennai,Independent House,3891,4,4,12,9.27,58.69,8.1,2,No,2630180.85,0,Budget,2022,9,24
5601,Nashik,Independent House,2386,3,5,28,16.81,33.26,3.0,3,Yes,1313346.53,1,Budget,2022,3,22
3755,Ahmedabad,Apartment,1331,7,1,21,6.48,1.61,6.1,2,No,2782392.69,0,Budget,2023,7,16
17215,Mumbai,Plot,3670,5,1,2,19.19,31.59,1.3,1,Yes,1318061.79,1,Budget,2025,5,25
15271,Chennai,Independent House,780,7,1,2,7.99,62.22,2.7,0,No,2520963.23,0,Budget,2022,4,3
29815,Bengaluru,Plot,1838,6,4,38,13.3,3.68,3.8,0,Yes,1509290.03,1,Budget,2025,1,2
27495,Ahmedabad,Villa,4645,7,2,20,2.66,71.01,4.3,1,Yes,2660036.66,0,Budget,2022,6,3
27585,Bengaluru,Independent House,4257,3,3,16,11.98,54.6,8.7,0,No,1574537.75,1,Budget,2022,8,2
8033,Hyderabad,Apartment,1962,1,5,30,14.99,40.46,1.8,2,No,854191.24,1,Budget,2024,2,11
42179,Delhi,Plot,3065,5,2,27,3.36,95.24,2.0,1,Yes,1291182.46,1,Budget,2024,4,20
14589,Ahmedabad,Apartment,567,5,5,18,19.34,11.27,4.1,2,Yes,2459220.37,0,Budget,2024,2,3
35493,Chennai,Apartment,3968,4,1,37,6.99,21.02,7.7,0,Yes,1307183.02,1,Budget,2024,11,20
45679,Delhi,Apartment,1555,4,1,29,18.21,6.86,3.0,2,No,1071352.05,1,Budget,2024,2,20
45169,Chennai,Villa,3149,1,2,7,12.93,93.75,5.0,0,Yes,729888.37,1,Budget,2025,10,13
13497,Chennai,Independent House,3537,2,4,25,7.94,98.59,7.4,3,No,1258202.15,1,Budget,2022,10,17
12243,Delhi,Independent House,2309,1,1,27,2.91,71.32,5.8,0,No,766995.22,1,Budget,2023,1,24
14309,Ahmedabad,Independent House,1527,7,3,31,17.98,38.2,9.2,3,No,2790048.45,0,Budget,2022,2,9
35952,Chennai,Apartment,572,1,5,23,1.48,94.74,9.7,0,Yes,1161143.09,1,Budget,2022,9,21
5175,Ahmedabad,Villa,1168,3,2,31,11.67,45.54,8.3,0,No,1079291.68,1,Budget,2025,4,29
5108,Ahmedabad,Plot,2307,5,2,8,2.85,31.08,2.0,2,Yes,1484059.31,1,Budget,2022,12,16
903,Hyderabad,Independent House,3263,4,2,1,13.61,64.34,2.4,3,No,1373976.66,1,Budget,2025,10,24
23016,Pune,Villa,2471,1,5,10,1.5,48.16,3.8,1,Yes,1169334.5,1,Budget,2025,3,26
13092,Mumbai,Plot,772,7,1,35,2.8,92.39,9.0,3,No,2380829.68,0,Budget,2024,2,25
29148,Chennai,Villa,4991,4,5,34,3.64,92.81,5.1,0,Yes,2681516.55,0,Budget,2025,8,6
33899,Delhi,Plot,2654,7,1,2,11.19,14.36,4.5,3,No,2829967.86,0,Budget,2025,12,12
30677,Chennai,Apartment,2941,5,5,13,10.42,17.49,5.0,0,Yes,2569518.78,0,Budget,2024,8,13
35798,Chennai,Apartment,600,5,3,19,15.8,53.5,2.5,1,Yes,1287998.57,1,Budget,2022,7,22
5548,Hyderabad,Apartment,1837,2,1,9,8.32,59.71,1.1,2,Yes,773565.85,1,Budget,2022,1,21
24968,Bengaluru,Villa,1558,1,2,11,13.24,28.55,4.5,0,No,742317.84,1,Budget,2022,10,18
49045,Mumbai,Independent House,3339,7,2,32,17.79,39.79,6.5,2,No,2640706.77,0,Budget,2022,11,26
30933,Chennai,Apartment,1960,7,5,3,3.79,62.34,8.0,3,No,3439381.73,0,Budget,2023,5,4
28613,Ahmedabad,Apartment,4766,6,3,29,15.24,39.38,7.4,1,Yes,2878111.87,0,Budget,2024,2,3
3860,Delhi,Plot,3627,1,4,36,6.22,18.92,2.6,2,No,1005254.05,1,Budget,2023,8,24
27017,Hyderabad,Apartment,4872,1,3,24,18.41,26.85,4.9,2,No,963863.58,1,Budget,2023,11,4
26202,Pune,Independent House,3149,1,4,5,14.9,30.74,4.3,3,Yes,1155486.44,1,Budget,2023,9,29
10907,Delhi,Villa,3283,5,1,4,16.71,47.67,4.2,1,No,1418792.1,1,Budget,2025,1,26
11811,Delhi,Villa,2303,1,5,14,6.93,6.3,7.6,0,No,2410429.73,0,Budget,2024,11,2
9766,Pune,Apartment,2875,1,1,6,15.36,35.24,8.9,0,Yes,1059026.79,1,Budget,2023,2,5
22724,Bengaluru,Villa,3799,5,1,36,11.16,87.11,5.7,1,No,1242827.04,1,Budget,2024,12,29
